,Magnetic Field (Oe),True Field (Oe)
0,199.924,210.5487600256958
1,178.9485,210.74435134978714
2,170.785,200.75960962168386
3,152.1695,174.19760556980745
4,126.8305,148.2219033049407
5,101.6195,121.57420299398512
6,76.4495,95.63086018871869
7,52.254,69.3659732081875
8,28.186,42.81450869928955
9,2.9585,16.330960768420102
10,-21.0955,-9.892322999875764
11,-45.0645,-36.214010204968076
12,-70.1375,-62.387750312622146
13,-95.0705,-88.42560658067056
14,-118.88,-114.51012469960456
15,-142.558,-140.24775889362604
16,-163.362,-164.24727756101996
17,-177.1525,-182.63703492453374
18,-188.3545,-195.573218939927
19,-200.155,-215.6693573606048
20,-181.2435,-215.57371526239717
21,-173.012,-209.6517156760147
22,-155.724,-184.5453342498977
23,-132.3755,-157.84284426726057
24,-107.8825,-131.44833035674134
25,-82.274,-104.8025550484069
26,-56.6805,-78.03475647173613
27,-32.315,-51.18770338458536
28,-7.611,-24.887546684616275
29,18.2235,1.9560168063472751
30,43.55,28.52130032042107
31,67.7045,55.06980877418687
32,91.9315,81.4370174316925
33,117.248,107.75798514509947
34,142.399,134.00506119964245
35,163.9545,159.3868753528779
36,180.4775,180.5280097527688
37,192.028,194.47692502049904
38,200.023,209.5678294044816
