,Magnetic Field (Oe),True Field (Oe)
1,2999.9015,3167.2033954648123
2,2977.549,3169.889174118267
3,2969.613,3161.015322790903
4,2951.168,3129.8129995307486
5,2926.662,3106.83237731691
6,2900.633,3081.5186850239534
7,2875.8195,3050.8764577021043
8,2852.5145,3027.360654026332
9,2828.052,3000.2217518842476
10,2802.4195,2973.8162415224765
11,2776.926,2946.354085249337
12,2751.49,2919.128109264973
13,2727.142,2893.6256903488024
14,2701.6905,2868.872806183779
15,2676.1825,2837.841218277654
16,2651.9465,2813.0517845975482
17,2627.6395,2793.5015483555594
18,2603.291,2766.0080027007257
19,2577.9415,2735.8291324503434
20,2553.649,2709.308919921155
21,2529.0585,2683.298865227338
22,2503.4375,2658.2717100978443
23,2478.114,2633.8071796027452
24,2453.906,2608.214268404345
25,2428.5245,2579.1670953248185
26,2403.215,2553.296795195794
27,2379.1645,2526.9755893995725
28,2355.1125,2502.5702658743994
29,2329.944,2472.424098552975
30,2304.7185,2448.6435847959638
31,2280.482,2420.230331106525
32,2255.2575,2395.567047550929
33,2231.3315,2365.902338391346
34,2206.954,2344.6519555492932
35,2181.476,2319.9229189031407
36,2157.423,2291.708993353575
37,2133.3125,2268.138492796509
38,2108.2015,2242.024385738951
39,2083.2315,2216.6457934512673
40,2058.133,2185.315955243792
41,2034.1785,2163.2856611498873
42,2010.381,2135.537919887217
43,1985.44,2108.4057820969956
44,1960.3975,2085.6020616553187
45,1936.5,2059.5603914684484
46,1912.745,2035.7727589213823
47,1888.805,2007.278676644092
48,1864.5265,1980.57175102259
49,1839.2165,1953.0684048737783
50,1814.2875,1930.281607057558
51,1789.4855,1902.1157290466795
52,1764.529,1878.0825213024862
53,1740.6895,1852.2958492482462
54,1715.86,1821.4640272309439
55,1690.9455,1800.6923106115783
56,1668.262,1775.3815496919233
57,1643.4175,1748.922109529991
58,1618.659,1724.3754895929578
59,1595.0015,1697.034856826326
60,1571.23,1672.740551295426
61,1547.121,1646.9326072380347
62,1522.009,1618.5590997566171
63,1497.2775,1594.509323992364
64,1472.4345,1567.9824310808297
65,1448.749,1546.2905643931942
