,Magnetic Field (Oe),True Field (Oe),Field correction
0,49998.633,49351.578819463175,647.0541805368266
1,45835.328,45186.534414808535,648.7935851914663
2,41669.074,41067.59986091632,601.4741390836789
3,37499.7735,36950.55569891405,549.2178010859498
4,33332.6875,32839.807814106694,492.8796858933056
5,29166.667,28723.671180998437,442.9958190015641
6,24999.211,24607.05188929964,392.1591107003587
7,20836.415,20495.307352850203,341.10764714979814
8,16669.46,16377.253086421344,292.2069135786551
9,12500.172,12257.826028620397,242.34597137960372
10,8333.4315,8129.449705360302,203.98179463969882
11,4166.8305,4001.5254716139566,165.30502838604343
12,0.353,-131.91651727012407,132.26951727012408
13,-4166.4625,-4243.865464430647,77.40296443064744
14,-8333.2725,-8337.12842643801,3.8559264380110108
15,-12499.771,-12433.00339721158,-66.76760278842085
16,-16665.2425,-16522.678061422783,-142.56443857721752
17,-20831.585,-20621.077912581914,-210.50708741808558
18,-24997.0155,-24726.59741064515,-270.41808935485096
19,-29165.4065,-28827.32307601218,-338.0834239878204
20,-33330.955,-32928.84891103514,-402.1060889648652
21,-37498.131,-37036.1110721489,-462.01992785109906
22,-41665.924,-41143.640994525886,-522.2830054741135
23,-45832.238,-45247.70851362429,-584.5294863757081
24,-49997.924,-49349.076056520214,-648.8479434797846
25,-45832.379,-45180.23482138976,-652.1441786102441
26,-41664.9455,-41066.52438413775,-598.4211158622493
27,-37498.832,-36951.18290894341,-547.6490910565917
28,-33331.283,-32839.23473806233,-492.04826193767076
29,-29165.405,-28722.95897580231,-442.44602419768853
30,-24998.5555,-24606.79247485405,-391.76302514594863
31,-20833.121,-20494.25682665927,-338.8641733407276
32,-16665.85,-16374.283314100448,-291.56668589955007
33,-12500.2415,-12257.774209824644,-242.46729017535654
34,-8333.4255,-8132.246063582686,-201.1794364173138
35,-4166.846,-3999.621948608639,-167.22405139136072
36,-0.0845,135.97215807269365,-136.05665807269364
37,4166.304,4246.659604747602,-80.35560474760223
38,8333.1115,8343.139199264942,-10.027699264941475
39,12499.9325,12438.347708598032,61.58479140196869
40,16664.4005,16525.82966225917,138.57083774083003
41,20831.632,20622.45074155235,209.18125844765018
42,24998.8145,24723.44437834298,275.3701216570189
43,29162.9715,28825.09579117646,337.87570882353975
44,33331.957,32932.753856992924,399.2031430070783
45,37498.1215,37034.21925278057,463.9022472194338
46,41667.084,41137.18875630956,529.8952436904437
47,45831.0765,45248.29604666994,582.7804533300659
48,49999.529,49353.9837922369,645.5452077631053
