,Magnetic Field (Oe),True Field (Oe)
1,2000.0165,2114.668337221278
2,1976.843,2113.677243540324
3,1968.722,2107.5565875733528
4,1951.082,2082.1248049672286
5,1927.694,2051.069558549581
6,1902.1165,2025.1726036031696
7,1877.6395,2001.2092452021272
8,1853.2205,1973.9729489300787
9,1827.7125,1947.609209201703
10,1802.3595,1918.1484044774327
11,1776.6005,1895.7859191179189
12,1751.8135,1869.770970956108
13,1727.4925,1842.849107273306
14,1702.1125,1817.2181405089466
15,1677.9025,1789.839627698559
16,1653.652,1765.4814316332288
17,1628.3145,1735.0888340731178
18,1603.0745,1712.003351556323
19,1578.8525,1685.3592164989468
20,1554.631,1657.9484882445345
21,1529.4195,1633.2405827028467
22,1504.195,1606.9276263813463
23,1478.942,1579.5894986208507
24,1454.79,1556.0238782811082
25,1430.342,1529.3606449287456
26,1406.0055,1501.326302223293
27,1381.966,1476.3170482679272
28,1356.7275,1448.709519994182
29,1332.6475,1421.8191545564898
30,1307.521,1396.2628485439147
31,1281.335,1372.3067043139251
32,1257.4085,1343.5573153551807
33,1232.3665,1319.4135236131083
34,1208.4555,1292.5683189359877
35,1185.5885,1266.1095972208536
36,1159.3455,1241.2168193966334
37,1134.374,1216.3373887310577
38,1111.593,1187.9303516803782
39,1087.2865,1163.4238157315274
40,1062.046,1136.9013205109463
41,1037.0455,1110.2884535641108
42,1011.92,1085.9069761700528
43,988.051,1058.834695035559
44,964.2225,1035.3844529776525
45,939.2935,1008.5706546797569
46,914.4085,981.5320516200172
47,890.651,955.7656946009121
48,866.85,929.2035276017756
49,842.0205,902.4255055700498
50,817.205,878.8677239931518
51,793.4065,852.4634740811175
52,769.283,824.3602594557217
53,745.102,801.9067842252018
54,720.2145,775.3056604751905
55,694.324,749.3762203641652
56,670.54,723.7455894861143
57,646.755,698.3887038847931
58,622.023,672.0397046343348
59,598.4505,646.3883552806387
60,574.7785,620.9815638078269
61,549.9185,595.4746818586428
62,526.175,569.3681570062573
63,501.43,543.5109408243262
